"","College","Longitude","Latitude"
"2502","Empire Beauty School-Queens",-73.919106,40.759165
"2503","Concordia College-New York",-73.82212,40.94253
"2504","Continental School of Beauty Culture-Buffalo",-78.83,42.958227
"2505","Continental School of Beauty Culture-Batavia",-78.193,43.0013
"2506","Continental School of Beauty Culture-Rochester",-77.627186,43.086371
"2507","Cooper Union for the Advancement of Science and Art",-73.990516,40.72938
"2508","Cornell University",-76.48269,42.445291
"2509","Weill Cornell Medical College",-73.954839,40.764738
"2510","Corning Community College",-77.073708,42.11724
"2511","Crouse Hospital College of Nursing",-76.138834,43.042264
"2512","Culinary Institute of America",-73.931833,41.746225
"2513","CUNY Bernard M Baruch College",-73.983417,40.740238
"2514","CUNY Borough of Manhattan Community College",-74.011826,40.71879
"2515","CUNY Bronx Community College",-73.909742,40.857185
"2516","CUNY Brooklyn College",-73.95312,40.631912
"2517","College of Staten Island CUNY",-74.148701,40.603949
"2518","CUNY City College",-73.95055,40.819794
"2519","CUNY Graduate School and University Center",-73.983575,40.748503
"2520","CUNY Hostos Community College",-73.927363,40.817601
"2521","CUNY Hunter College",-73.964795,40.768669
"2522","CUNY John Jay College of Criminal Justice",-73.988381,40.770675
"2523","CUNY Kingsborough Community College",-73.934779,40.576446
"2524","CUNY LaGuardia Community College",-73.935057,40.7445
"2525","CUNY Lehman College",-73.894627,40.873928
"2526","CUNY Medgar Evers College",-73.957076,40.666256
"2527","CUNY New York City College of Technology",-73.987856,40.695483
"2528","CUNY Queens College",-73.815387,40.737771
"2529","CUNY Queensborough Community College",-73.754548,40.754858
"2530","CUNY School of Law at Queens College",-73.943909,40.746457
"2531","CUNY York College",-73.794586,40.702661
"2532","CVPH Medical Center School of Radiologic Technology",-73.469773,44.699991
"2533","D'Youville College",-78.890369,42.902263
"2534","Daemen College",-78.789025,42.965024
"2535","Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary",-73.743901,40.60049
"2536","Dominican College of Blauvelt",-73.95234,41.054111
"2537","Dowling College",-73.164816,40.746051
"2538","Dutchess Community College",-73.904954,41.726476
"2539","Belanger School of Nursing",-73.914641,42.80359
"2540","Elmira Business Institute",-76.7993,42.085709
"2541","Elmira College",-76.811333,42.092724
"2542","Erie Community College",-78.872679,42.881771
"2543","Fashion Institute of Technology",-73.994781,40.74731
"2544","Finger Lakes Community College",-77.241801,42.867556
"2545","Five Towns College",-73.369968,40.793327
"2546","Fordham University",-73.889578,40.861183
"2547","The International Culinary Center",-74.00009,40.720817
"2548","Fulton-Montgomery Community College",-74.294146,42.983048
"2549","Gemological Institute of America-New York",-73.980644,40.757512
"2550","The General Theological Seminary",-74.003478,40.745656
"2551","Genesee Community College",-78.138024,43.016831
"2552","Gloria Francis School of Make-Up Artistry",-73.52667,40.764248
"2553","Hamilton College",-75.408853,43.047809
"2554","Hartwick College",-75.073609,42.454023
"2555","Helene Fuld College of Nursing",-73.943009,40.802506
"2556","Herkimer County Community College",-75.007367,43.032586
"2557","Hilbert College",-78.82029,42.75505
"2558","Hobart William Smith Colleges",-76.984813,42.858562
"2559","Hofstra University",-73.60078,40.715959
"2560","Houghton College",-78.156882,42.426841
"2561","Hudson Valley Community College",-73.682526,42.696462
"2562","Hunter Business School",-73.503403,40.727856
"2563","Institute of Design and Construction",-73.983141,40.692209
"2564","Institute of Audio Research",-73.993808,40.733027
"2565","Iona College",-73.785635,40.927107
"2566","Isabella Graham Hart School of Practical Nursing",-77.575701,43.20182
"2567","Island Drafting and Technical Institute",-73.417123,40.675466
"2568","Ithaca College",-76.495057,42.42264
"2569","Jamestown Community College",-79.218862,42.115628
"2570","Jamestown Business College",-79.249373,42.095118
"2571","Jefferson Community College",-75.940004,43.987465
"2572","Jewish Theological Seminary of America",-73.960287,40.811959
"2573","The Juilliard School",-73.982913,40.773725
"2574","SBI Campus-An Affiliate of Sanford-Brown",-73.412643,40.779377
"2575","Kehilath Yakov Rabbinical Seminary",-73.810559,41.222686
"2576","Keuka College",-77.090518,42.61541
"2577","LIM College",-73.974911,40.759817
"2578","Le Moyne College",-76.088449,43.047316
"2579","LIU Brooklyn",-73.980872,40.690134
"2580","LIU Post",-73.593279,40.820043
"2581","LIU-University Center Campus",-73.596956,40.820458
"2582","Long Island Beauty School-Hempstead",-73.629414,40.707801
"2583","Long Island Business Institute",-73.830131,40.760528
"2584","LIU Hudson at Rockland",-73.960412,41.044023
"2585","LIU Brentwood",-73.287113,40.803845
"2586","Machzikei Hadath Rabbinical College",-73.988435,40.628037
"2587","Mandl School-The College of Allied Health",-73.983749,40.764351
"2588","Manhattan College",-73.901893,40.889756
"2589","Manhattan School of Music",-73.961691,40.812341
"2590","Manhattanville College",-73.718316,41.031054
"2591","Maria College of Albany",-73.805986,42.656506
"2592","Marion S Whelan School of Nursing of Geneva General Hospital",-76.988008,42.877027
"2593","Marist College",-73.934342,41.721955
"2594","MarJon School of Beauty ltd-Tonawanda",-78.823535,42.98558
"2595","Marymount Manhattan College",-73.959676,40.769108
"2596","Medaille College",-78.856569,42.92895
"2597","Memorial School of Nursing",-73.750114,42.673642
"2598","Memorial Hospital School of Radiation Therapy Technology",-73.955729,40.764766
"2599","Mercy College",-73.874571,41.021436
"2600","Mesivta Torah Vodaath Rabbinical Seminary",-73.969494,40.638251
"2601","Mesivta of Eastern Parkway-Yeshiva Zichron Meilech",-73.979166,40.635169
"2602","Mesivtha Tifereth Jerusalem of America",-73.991271,40.713812
"2603","Southern Westchester BOCES-Practical Nursing Program",-73.741091,40.97419
"2604","Midway Paris Beauty School",-73.909591,40.699612
"2605","Mildred Elley School-Albany Campus",-73.790212,42.68026
"2606","Mirrer Yeshiva Cent Institute",-73.966049,40.605043
"2607","Modern Welding School",-73.903373,42.779336
"2608","Mohawk Valley Community College",-75.217197,43.077384
"2609","Molloy College",-73.626278,40.68597
"2610","Monroe College",-73.900501,40.86407
"2611","Monroe Community College",-77.608488,43.101265
"2612","Mount Saint Mary College",-74.012906,41.511212
"2613","Montefiore School of Nursing",-73.840408,40.912046
"2614","College of Mount Saint Vincent",-73.907019,40.912814
"2615","Icahn School of Medicine at Mount Sinai",-73.953445,40.789801
"2616","Nassau Community College",-73.589397,40.730088
"2617","Nazareth College",-77.514417,43.102406
"2618","Neighborhood Playhouse School of the Theater",-73.965332,40.756613
"2619","The College of New Rochelle",-73.781104,40.899427
"2620","The New School",-73.994636,40.735275
"2621","New School of Radio and Television",-73.813731,42.685928
"2622","New York Chiropractic College",-76.756232,42.91173
"2623","Star Career Academy-New York",-73.999551,40.738251
"2624","New York Law School",-74.006394,40.717393
"2625","New York Medical College",-73.811241,41.084261
"2626","New York School for Medical and Dental Assistants",-73.931391,40.744291
"2627","New York Theological Seminary",-73.963946,40.811197
"2628","New York University",-73.997264,40.729452
"2629","Niagara County Community College",-78.877008,43.147025
"2630","Niagara University",-79.046229,43.132713
"2631","Empire Beauty School-Peekskill",-73.919085,41.291013
"2632","North Country Community College",-74.119981,44.318645
"2633","New York College of Podiatric Medicine",-73.940306,40.804899
"2634","New York Institute of Technology",-73.608885,40.814402
"2635","New York School of Interior Design",-73.962404,40.768615
"2636","Nyack College",-73.931106,41.086425
"2637","Ohr Hameir Theological Seminary",-73.889793,41.268725
"2638","Onondaga Community College",-76.196454,43.007418
"2639","Orange County Community College",-74.426885,41.439476
"2640","Otsego Area BOCES-Practical Nursing Program",-75.064661,42.4596
"2641","Pace University-New York",-74.004719,40.711014
"2642","Paul Smiths College of Arts and Science",-74.253006,44.437366
"2643","Continental School of Beauty Culture-West Seneca",-78.754766,42.828946
"2644","Plaza College",-73.831462,40.714838
"2645","Polytechnic Institute of New York University",-73.986774,40.694371
"2646","Davis College",-75.962421,42.101092
"2647","Pratt Institute-Main",-73.962149,40.691154
"2648","Professional Business College",-74.001811,40.71878
"2649","Rabbinical Academy Mesivta Rabbi Chaim Berlin",-73.963702,40.618467
"2650","Rabbinical College Bobover Yeshiva Bnei Zion",-73.98544,40.63192
"2651","Rabbinical College of Ch'san Sofer New York",-73.979851,40.626507
"2652","Rabbinical College Beth Shraga",-74.072771,41.114311
"2653","Rabbinical Seminary M'kor Chaim",-73.989649,40.627942
"2654","Rabbinical College of Long Island",-73.670034,40.586478
"2655","Rabbinical Seminary of America",-73.81769,40.72325
"2656","Rensselaer Polytechnic Institute",-73.678768,42.728983
"2657","Ridley-Lowell Business & Technical Institute-Binghamton",-75.916926,42.099933
"2658","Roberts Wesleyan College",-77.798964,43.126747
"2659","Everest Institute-Rochester",-77.585507,43.19617
"2660","Rochester Institute of Technology",-77.67521,43.090325
"2661","University of Rochester",-77.631042,43.126437
"2662","Rockefeller University",-73.954912,40.762927
"2663","Rockland Community College",-74.088169,41.13324
"2664","Empire Beauty School-Manhattan",-73.986453,40.748938
"2665","The Sage Colleges",-73.693711,42.72821
"2666","St Bernard's School of Theology and Ministry",-77.526326,43.102185
"2667","St Bonaventure University",-78.47586,42.07863
"2668","St Francis College",-73.991653,40.693076
"2669","St Joseph's College of Nursing at St Joseph's Hospital Health Center",-76.148355,43.055355
"2670","St Lawrence University",-75.161343,44.589879
"2671","The College of Saint Rose",-73.78611,42.664664
"2672","St. Thomas Aquinas College",-73.934182,41.041126
"2673","Samaritan Hospital School of Nursing",-73.671955,42.733091
"2674","Sarah Lawrence College",-73.84381,40.934147
"2675","Schenectady County Community College",-73.949266,42.815783
"2676","Sh'or Yoshuv Rabbinical College",-73.740366,40.605336
"2677","Siena College",-73.75153,42.718586
"2678","Simmons Institute of Funeral Service Inc",-76.160327,43.019909
"2679","Skidmore College",-73.785108,43.092696
"2680","Saint Joseph's College-New York",-73.968037,40.690485
"2681","Saint Vladimirs Orthodox Theological Seminary",-73.82332,40.971362
"2682","Spanish-American Institute",-73.987356,40.757277
"2683","Saint Elizabeth College of Nursing",-75.267492,43.083457
"2684","Saint Elizabeth College of Nursing",-75.26843,43.082977
"2685","Saint John Fisher College",-77.516979,43.117064
"2686","St Paul's School of Nursing-Staten Island",-74.177228,40.605338
"2687","St James Mercy Hospital School of Radiologic Science",-77.660564,42.313847
"2688","St John's University-New York",-73.795301,40.721979
"2689","SUNY-System Office",-73.749737,42.647976
"2690","New York Career Institute",-74.008316,40.713178
"2691","Branford Hall Career Institute-Bohemia Campus",-73.093869,40.777825
"2692","Sullivan County Community College",-74.668376,41.764174
"2693","SUNY College of Technology at Alfred",-77.791057,42.258745
"2694","SUNY College of Technology at Canton",-75.185005,44.607346
"2695","SUNY College of Technology at Delhi",-74.924225,42.270129
"2696","SUNY College of Agriculture and Technology at Cobleskill",-74.504897,42.661622
"2697","Farmingdale State College",-73.426371,40.75408
"2698","Morrisville State College",-75.645128,42.894342
"2699","SUNY at Albany",-73.825014,42.686917
"2700","SUNY at Binghamton",-75.971143,42.088049
"2701","University at Buffalo",-78.790103,43.001433
"2702","Stony Brook University",-73.123595,40.913138
"2703","SUNY College of Environmental Science and Forestry",-76.139236,43.034355
"2704","SUNY Institute of Technology at Utica-Rome",-75.2292,43.13528
"2705","SUNY College at Brockport",-77.949824,43.209862
"2706","SUNY Buffalo State",-78.88067,42.934199
"2707","SUNY College at Cortland",-76.197909,42.590158
"2708","SUNY at Fredonia",-79.336109,42.450961
"2709","SUNY College at Geneseo",-77.821999,42.796864
"2710","State University of New York at New Paltz",-74.088727,41.737205
"2711","SUNY Oneonta",-75.064186,42.466555
"2712","SUNY College at Oswego",-76.543885,43.453047
"2713","SUNY College at Potsdam",-74.976889,44.662862
"2714","SUNY at Purchase College",-73.700127,41.047092
"2715","SUNY College of Optometry",-73.982236,40.754465
"2716","SUNY College at Old Westbury",-73.570966,40.789842
"2717","SUNY College at Plattsburgh",-73.467342,44.691103
"2718","SUNY Downstate Medical Center",-73.943827,40.655283
"2719","SUNY Empire State College",-73.779915,43.078304
"2720","SUNY Maritime College",-73.800336,40.809048
"2721","Upstate Medical University",-76.138976,43.042951
"2722","Swedish Institute a College of Health Sciences",-73.99567,40.746384
"2723","Syracuse University",-76.136738,43.040525
